ID,Tweet,emo
1057,#Less of me Always. :)  #Happy Sunday:*)☝💕💕💕💕💕💕💕💕💕💕 #Sunday &lt.3 💕💕💕👆☝👆☝👆,joy_2
1058,Create a #peaceful #homedesign that you &amp. your #family #love! #happyhome #FlooringFixes https://t.co/q0uffyvuYy https://t.co/VBaC3B8nIy,peace_relax
1059,"As much as I like Sutter, everything he shoots gets blocked, way over paid, has zero offensive skill. #frustrated #wild",disgust_frustration
1060,RT @Botanicalgardn: Some boss new gins coming 😁🙌🏽 Massive thanks to @AmathusJody @GreenhookGin @BobbysGin @FerdinandsGin #excited https://t…,exciting_2
1061,My new photo #likeforlike #follow #happy #2016 https://t.co/UjTxa6A6EI,joy_2
1062,RT @Fibutton: Just loved this...😏 #Peaceful https://t.co/0jyIRVlx1y,peace_relax
1063,@munozkana33 i hate the friend position too #depressed,sadness_depression
1064,RT @JNewberryBoxing: The realist fake Saddness Movie Scene Ever #rt #BoyzInTheHood #Ricky Ricky!!!!! #sad https://t.co/UQen9kbQIb,sadness_depression
1065,The coolest thing at #MilanDesignWeek2016 #cosxsoufujimoto #forestoflight #peaceful #tlpicks… https://t.co/CrObcPdwtQ,peace_relax
1066,Hey @panerabread it's not busy and I just paid 10 bucks for lunch. Can you not be so cheap with the wifi? #disappointed #tellingmyfriends,disappoint_2
1067,The next 15 days need to hurry up 😋 🌜🌝 #sunandmoon #countingdown #excited https://t.co/1UsiRAOfed,exciting_2
1068,Watching old games reminiscing-many tears shed this #ECUSeniorNight2014 #sad #Cardy @JeffSumerlin @JessePalmerABC https://t.co/Ir0b0NzP3x,sadness_depression
1069,"'Hey #Siri, I'm #Depressed': Can #Smartphones Answer the Call for Help?https://t.co/yeo9WuwWjb",sadness_depression
1070,These #happy #volunteers proudly hold up the #jollyrovers flag to commemorate the completion of… https://t.co/aWhiM4Fq8K,joy_2
1071,@MaksimC @iamValC so does this prove the votes are rigged?#disappointed #dwts,disappoint_2
1072,Umobile should really improve their coverage in uptown. #angry,anger_2
1073,@CP3 really on a different level early.. #Confident,confidence_impress
1074,Today is just another day!! #life #relaxed,peace_relax
1075,RT @JackRoseReal: I am really looking forward to my photoshoot next week with @lusardiofficial gonna be a great #photoshoot #jackrose #exci…,exciting_2
1076,Rmber wn u used2 #write #WB @end of a #text u sent. How #desperate + #sad was that?! #Nokia6110 #Nineties #Nostalgia https://t.co/qEzwcx3zCK,sadness_depression
1077,RT @upon_a_girl: sorry that I wasn't here. had a rough day. fellow students can be freakin idiots. #angry #SomeJensen4TheNight #LY https://…,anger_2
1078,On my way to a lunch date with my sexy Swede yesterday 👍 #sunday #relaxed #london #selfiesunday https://t.co/o8Py8Txhj2,peace_relax
1079,@PAFC also please for the love of god get rid of Dixon. What an absolute waste of money! We need disciplined forwards. #frustrated,disgust_frustration
1080,Fantastic massage with Ivana @MassageEdgerton #relaxed #highlyrecommended 👐😴,peace_relax
1081,"#Diy #kitchen facelift on a whim nearly complete. Just need counters and faucets, and outlet covers. #happy girl https://t.co/vNk2Y0nm3e",joy_2
1082,Thought this meant I could go on a date with @MrSilverScott #depressed  https://t.co/fIlBCcfAtM,sadness_depression
1083,So excited for my @fitbit @FitbitUK to arrive. Keep checking my emails in the hope it's arrived early!! #excited #fitness #FitnessFriday,exciting_2
1084,Sam's big paws 🐾  #dog #pets #animal #goldenretriever #golden #retrievers #gloriousgoldens #happy #love #cute #dogs… https://t.co/Ru3ZNEEnI5,joy_2
1085,"@sutts109 one rugby game today, Quins vs Grenoble. £741 matched on match odds.  £4 on Overs market.  £66 on Handicap #disappointing",disappoint_2
1086,First night in the double bed. Feels like I'm laying on a cloud #happy,joy_2
1087,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
1088,RT @KLFestival: 89 days until our #festival starts! Box office opening next week #excited #music #arts @LAUmusic @cellojohnston https://t.c…,exciting_2
1089,This is a really great album. #Impressed @PJHarveyUK https://t.co/BF3vjE42TR @GeekingOnMusic @Iheartnoise @pete_stanley @Aneurysm1984,confidence_impress
1090,I'm fucking ready #excited #FreeKesha https://t.co/BTM5Z8WRnN,exciting_2
1091,RT @RobinRitoss: So what does @AshWagner2010 and her team do when she has an awesome skate?  #figureskate #excited @USFigureSkating https:/…,exciting_2
1092,Angry Birds Movie Marks a Memorable Milestone for Jason Sudeikis and His Son #angry https://t.co/GPbp0TlJDV,anger_2
1093,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/BrV69nlSNp,disappoint_2
1094,#happy Learn modern Ga vocabulary: Ga Learner's Dictionary #gadangme #english #inglish https://t.co/6AGzFyh0wJ,joy_2
1095,Good luck to RNE's Sports Broadcasting team as they prepare to present at the SIPA spring conference.   #IMPRESSIVE @rnestugov @RichlandTwo,confidence_impress
1096,Walk another one Suckey #angry #suckey,anger_2
1097,Hope certain people do get the shit heading their way coz I'll tell ya they will get the biggest shock of their lives #angry #pissed,anger_2
1098,RT @KatieStylesuk: #loving my #selfie from my client #new #look #katiestyles #confident in own #skin #WorcestershireHour #lovemyjob https:/…,confidence_impress
1099,😄 #happy #toptags #happydays @top.tags #happyday #smile #fun #instahappy #goodmood #sohappy #happier #excited #feel… https://t.co/JjSOBjKmhM,exciting_2
1100,HAPPY World Vintage Tibetan Silver Ethni https://t.co/pDwsDNZboa #HAPPY #World #Vintage #Tibeta https://t.co/aUEByvbzsv,joy_2
1101,Ugh!! Wrong winner and super-wrong elimination! #frustrated @ProjectRunway https://t.co/jNwstvTMa9,disgust_frustration
1102,So you say I'm complicated. But you've had me underrated. #confident #slay #DemiLovato #littlemonsters https://t.co/p6k32dgDGH,confidence_impress
1103,@VictoriasSecret @comenitybank shame on you. Will never do business with you again #fraud #shade #angry https://t.co/8PpvjA4Vo2,anger_2
1104,@achrisevans my wife and I are going to see Knights of Music in Cardiff tomorrow night @BBCRadio2 #excited,exciting_2
1105,@WilkowMajority saying nasty things to get attention. ..#desperate,sadness_depression
1106,#Overland #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When you https://t.co/QP6pUEM653,anger_2
1107,#photoofday #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. Mate https://t.co/M91MXyZSvI,anger_2
1108,When I get down I stay down 😔#sad tweet,sadness_depression
1109,I want my @doddleoddle Tshirt!! Now!!! #excited,exciting_2
1110,Such a nice suprise! Thanks girls :) #dayjob #technician #derbyuni #derbyshire #happy https://t.co/sIB5Q78Efl,joy_2
1111,"Lavender Fields, France  Have a peaceful night, kids. #Peace #Peaceful Image Source via travelsecretsmag https://t.co/2B6wvcOkrW",peace_relax
1112,Traveling to @Bahawalpurr #excited #enjoying,exciting_2
1113,RT @Roxyrockstv: next videos: 1.cosplay 2.wreck this journal 3. #letschangetheworld challenge number 1 4. trying snacks 5. trying beauty pr…,exciting_2
1114,This thing freaks us out @expensiveroadcars @bugatti #chiron  #wicked #hypercar #exotic #andarisystems #angry #luxu… https://t.co/LczWJonoxq,anger_2
1115,9 more days till @anthemlights performs for @Studio4109 #SAULife #Fan #Excited,exciting_2
1116,"If Real Madrid were watching that, they'll be rubbing their hands together! #Disappointing Lets look to get back to top form at Stoke #MCFC",disappoint_2
1117,Not looking forward to working today 😕💵😬 #sad #tired #hateworkingeverymonday #wantamondayoff #angry,anger_2
1118,Live your life to the the fullest! 👌😎🍾🍫 &amp. Take care of yourself! 🙌 #happy #weekend #foodie #wisdom #picoftheday #fr… https://t.co/QXi3ueWDGc,joy_2
1119,Need a win and a big win today #JuvePalermo #excited #+9,exciting_2
1120,"RT @EmekaGift: @EuropeWatchdog,#Buhari orders #military to #crush #unarmed #peaceful #protesters.#IPOB #FREE #NNAMDIKANU #BIAFRA https://t.…",peace_relax
1121,One of my favorites - why the triple bond peak in but-2-yne is so weak for IR #IBchemHL1 #impressed https://t.co/vTOA1Szejh,confidence_impress
1122,#Excited to announce that  #EmmaFineman will be exhibiting in our first show! Absolutely  #love her  #art work. https://t.co/yobRAvLcgS,exciting_2
1123,This has made me so angry and upset it's like what else do you not know. #angry,anger_2
1124,@HKane @ericdier @kylewalker2 @JanVertonghen @Dele_Alli  Great team display. #impressive,confidence_impress
1125,#yesterday #model #autfit #happy #diretta#boy#boymodel #picoftheday #istaday #tagsforlikes #tags #istagram #istalov… https://t.co/TubCACOnSV,joy_2
1126,"Finally lighting is home(car) , the car actually feels sooo much better #happy",joy_2
1127,"1 more sleep to go! Thank you 4 all your donations,kind words &amp. encouragement! #oneinamillion @SHINEUKCharity #happy https://t.co/lba3Whn4t0",joy_2
1128,@kristiyamaguchi where's team USA??? Looks like no ones here? #disappointed #teamcupchallange #no pride,disappoint_2
1129,Obviously those are @tedcruz 's kids with @amandacarpenter. Amanda's current husband likes being a cuckold. #sad  https://t.co/lZgxDYX0xq,sadness_depression
1130,It's tat day! 🎉😳🙈 #nervous #excited,exciting_2
1131,"RT EducationalPics: """"You never know how strong you are until being strong is your only choice."""" ~ Bob Marley https://t.co/dyj2Cdbfth #sad …",sadness_depression
1132,"Nice, chilled weekend #happy",joy_2
1133,Casting #ScarlettJohansson in #GhostInTheShell makes me so #angry. #Hollywood needs to stop #whitewashing!,anger_2
1134,RT @_RealJStew: We ask for loyalty and commitment but don't give it in some instances ... #Sad,sadness_depression
1135,Having done a 52 mile bikeride yest booked a fullbody massage @Saks_UK @DavidLloydUK #Bolton thanks fab service #relaxed #FeelGood #recovery,peace_relax
1136,"RT @epilepsymummy: If anyone hears of some lads getting beat up up at KFC on Queens Road, Sheffield, please let @ROSSTHEBOSS_B know as it w…",anger_2
1137,"ready to go back to work, refreshed n recharged. Been a long time since I went without a phone! #relaxed #calm #vacationed #mylife",peace_relax
1138,The real bitch of it all is that their were a lot of ppl (oligarchs) who got rich from the collapse of the USSR #sad,sadness_depression
1139,"You know nothing (about how to let me actually watch #GoT), @hbonow #frustrated",disgust_frustration
1140,72 Gorgeous And Relaxed Lake Wedding Ideas | https://t.co/lqhdTpXgUv #PinoftheDay #gorgeous #relaxed #lake #we https://t.co/mugSJWVTcx,peace_relax
1141,"OrganicLiveFood: Info: Perfect be4 bedtime #herbal #tea 4young/old. Unwind w delicious,calming brew 4a #peaceful n… https://t.co/6eEQ5SOi16",peace_relax
1142,Only an ad-man can think of so many product placements in his feature film! #advertising #gimmicks #KiAndKa #yawn #disappointed,disappoint_2
1143,Honestly the guy who makes the car noises in the hall is pretty accurate. #impressive,confidence_impress
1144,"Was supposed to be Block B, but clearly the regular version #Disappointed... (Arkham's Finest) https://t.co/XmtFjWVoj5",disappoint_2
1145,RT @KentPage: Your Sunday #Smile: Smiles are a universal sign of happiness. Have a #peaceful weekend! #unicef v/@unicefcambodia https://t.c…,peace_relax
1146,Loving everything atm especially @AtlasOlivia #happy #love,joy_2
1147,"post-#sTeVeJoBs #Apple:= @Microsoft-tYpe #DESPERATE """"use me! use me!"""" #software #FEATURE$ cc: @BillGates #yUcKnOLoGy https://t.co/OHTL4lTurD",sadness_depression
1148,"Love @RallyHouseKC , but today they weren't on their A game that's for sure. #disappointed",disappoint_2
1149,No make-up &amp. wet hair: Happy Monday! 😘 #confident #nomakeup #feelingpretty #blonde #wethair… https://t.co/DDbYtzqfYq,confidence_impress
1150,Right when you think you'll have free wifi....you don't #tuesdayapologies #disappointing #moretocome sorry guys,disappoint_2
1151,#CITIZENSOFHUMANITY Men100% Cotton Size 34W x 29L #Distressed Blue #Jeans #Relaxed https://t.co/7PI5GxMusM via @eBay https://t.co/V55BlYnlyv,peace_relax
1152,A friendship that can end must have never began. SUBTWEET. #memories #disappointed,disappoint_2
1153,Seriously I'm insulted as a New Yorker @HillaryClinton does nothing but #lies. #desperate calls #desperate measures https://t.co/lzLDGc4Bx0,sadness_depression
1154,RT @mikeloeding: OMG @BrandonSkeie will be at #PrideinthePines in June. I see a road trip to Flagstaff in my future. Check out his music. #…,exciting_2
1155,"Nothing better than drinking tea, listening to Gambino, and doing psychology homework at 1 o clock in the morning #peaceful",peace_relax
1156,#Happy 'You really work in sport?' - Jurgen Klopp not happy with reporter who suggested Daniel Sturridge ...: ... https://t.co/UCazfAaI6g,joy_2
1157,RT @WokingLTCC: #Excited to announce that we'll be running an extra #tennisforkids course this summer!! Thanks @BritishTennis 👍😆 https://t.…,exciting_2
1158,@Accessorize loved this bag wen I bought it. Only used it 3hrs &amp. all colour come off top! #disappointed ££ wasted 😢 https://t.co/RSk1u0BgAx,disappoint_2
1159,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
1160,The sun sets on a great day in San Diego. #SMMW16 begins tomorrow! :) #excited https://t.co/jIxr9gs7LE,exciting_2
1161,#familylove #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. Mate https://t.co/pV8NONayKJ,anger_2
1162,Surround yourself with the good ones 🙏🏼 #friends  . . . #family #love #respect #confident… https://t.co/DAE7wVqKQ0,confidence_impress
1163,"My finished painting,  I really like this one. #nofilter #art #artist #painting #latenight #expressive #relaxed #la… https://t.co/gDiMUMPag2",peace_relax
1164,#hiking today #delawarewatergap we did a killer #hikingtrail &amp. it was amazing #peaceful #zen https://t.co/RwBnoBFrvP,peace_relax
1165,@FourthMonkeyTC #russianseason Tickets booked - let's see those talented actors smash it again! #excited,exciting_2
1166,@AmericaRugbyPod You should have plenty to talk about this week. Can't wait to hear your thoughts on the start of @ProRugbyUSA! #excited,exciting_2
1167,"RT @segmentis: @to_nourish @revmagdalen Tell us more, wise one, from the great depth of yr several months of political experience! 🙄 #Wishf…",sadness_depression
1168,"@johnlewisretail so we had a delivery slot for 2pm-9pm for our new washing machine, waited all day no show yet! #Disappointed #JohnLewis....",disappoint_2
1169,"The birds are out, the bugs are out, and the Taylor is out!  #Peaceful #ThankfulForLake… https://t.co/bgO6uvfa4o",peace_relax
